tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2024-8994,Mallorca,Grass,32,A,20240624,300,126214,124116,6-3 6-4,3,F,74.0,5.0,1.0,63.0,36.0,31.0,13.0,10.0,3.0,3.0,2.0,2.0,52.0,28.0,22.0,11.0,9.0,3.0,5.0
2024-8994,Mallorca,Grass,32,A,20240624,299,124116,206703,6-4 7-5,3,SF,82.0,15.0,1.0,65.0,39.0,35.0,14.0,11.0,2.0,2.0,3.0,4.0,63.0,38.0,27.0,15.0,11.0,1.0,3.0
2024-8994,Mallorca,Grass,32,A,20240624,298,126214,104792,2-6 6-2 7-6(3),3,SF,114.0,6.0,5.0,77.0,49.0,40.0,16.0,14.0,2.0,4.0,12.0,6.0,84.0,49.0,39.0,16.0,14.0,2.0,4.0
2024-8994,Mallorca,Grass,32,A,20240624,297,206703,210097,6-3 3-6 7-6(8),3,QF,164.0,1.0,5.0,116.0,71.0,54.0,19.0,15.0,9.0,12.0,13.0,6.0,129.0,92.0,60.0,17.0,15.0,15.0,18.0
2024-8994,Mallorca,Grass,32,A,20240624,296,124116,210506,3-6 7-5 6-3,3,QF,113.0,12.0,10.0,103.0,52.0,41.0,25.0,15.0,8.0,9.0,5.0,3.0,81.0,60.0,44.0,13.0,15.0,1.0,3.0
2024-8994,Mallorca,Grass,32,A,20240624,295,126214,210150,6-4 6-4,3,QF,90.0,6.0,1.0,59.0,36.0,28.0,10.0,10.0,1.0,2.0,7.0,5.0,65.0,38.0,26.0,12.0,10.0,3.0,6.0
2024-8994,Mallorca,Grass,32,A,20240624,294,104792,105138,6-3 4-6 6-4,3,QF,152.0,15.0,6.0,94.0,52.0,40.0,20.0,15.0,6.0,9.0,3.0,2.0,93.0,56.0,36.0,18.0,14.0,4.0,8.0
2024-8994,Mallorca,Grass,32,A,20240624,293,210097,208014,6-4 6-0,3,R16,67.0,13.0,2.0,56.0,40.0,27.0,10.0,8.0,6.0,6.0,2.0,0.0,47.0,35.0,21.0,4.0,8.0,3.0,7.0
2024-8994,Mallorca,Grass,32,A,20240624,292,206703,200443,6-0 6-3,3,R16,55.0,4.0,4.0,39.0,25.0,24.0,8.0,8.0,0.0,0.0,1.0,2.0,40.0,23.0,12.0,8.0,7.0,2.0,6.0
2024-8994,Mallorca,Grass,32,A,20240624,291,210506,105173,7-6(5) 6-4,3,R16,109.0,4.0,0.0,72.0,50.0,37.0,11.0,11.0,2.0,4.0,6.0,4.0,77.0,47.0,32.0,15.0,11.0,4.0,7.0
2024-8994,Mallorca,Grass,32,A,20240624,290,124116,209260,6-3 7-5,3,R16,79.0,14.0,1.0,67.0,33.0,28.0,20.0,11.0,3.0,4.0,3.0,1.0,57.0,31.0,21.0,15.0,10.0,3.0,6.0
2024-8994,Mallorca,Grass,32,A,20240624,289,210150,104926,4-6 6-3 7-5,3,R16,160.0,11.0,6.0,92.0,50.0,40.0,21.0,16.0,5.0,8.0,5.0,11.0,94.0,51.0,37.0,20.0,15.0,4.0,8.0
2024-8994,Mallorca,Grass,32,A,20240624,288,126214,207686,6-3 6-2,3,R16,69.0,6.0,5.0,63.0,43.0,35.0,10.0,9.0,5.0,5.0,2.0,1.0,58.0,41.0,29.0,4.0,8.0,4.0,7.0
2024-8994,Mallorca,Grass,32,A,20240624,287,104792,106148,6-3 6-4,3,R16,77.0,9.0,3.0,57.0,31.0,27.0,15.0,10.0,1.0,1.0,2.0,1.0,46.0,22.0,17.0,14.0,9.0,1.0,3.0
2024-8994,Mallorca,Grass,32,A,20240624,286,105138,200005,3-6 6-3 6-4,3,R16,149.0,3.0,2.0,94.0,67.0,43.0,17.0,14.0,6.0,8.0,12.0,2.0,97.0,60.0,39.0,21.0,14.0,13.0,16.0
2024-8994,Mallorca,Grass,32,A,20240624,284,208014,208134,6-2 2-6 7-5,3,R32,127.0,0.0,4.0,77.0,49.0,37.0,13.0,14.0,4.0,7.0,5.0,4.0,107.0,67.0,46.0,15.0,14.0,14.0,18.0
2024-8994,Mallorca,Grass,32,A,20240624,283,206703,109739,6-1 6-2,3,R32,70.0,5.0,4.0,43.0,24.0,21.0,10.0,7.0,2.0,2.0,3.0,3.0,66.0,42.0,19.0,11.0,8.0,6.0,11.0
2024-8994,Mallorca,Grass,32,A,20240624,282,200443,105870,7-5 6-2,3,R32,100.0,3.0,1.0,63.0,35.0,29.0,14.0,10.0,3.0,4.0,3.0,2.0,65.0,50.0,30.0,5.0,10.0,4.0,8.0
2024-8994,Mallorca,Grass,32,A,20240624,280,210506,132686,6-3 7-6(4),3,R32,107.0,3.0,0.0,68.0,56.0,46.0,6.0,11.0,2.0,2.0,10.0,1.0,66.0,47.0,35.0,11.0,10.0,6.0,7.0
2024-8994,Mallorca,Grass,32,A,20240624,279,124116,144719,3-6 6-4 7-6(4),3,R32,124.0,15.0,5.0,90.0,50.0,40.0,19.0,15.0,6.0,9.0,8.0,7.0,100.0,67.0,50.0,15.0,16.0,2.0,5.0
2024-8994,Mallorca,Grass,32,A,20240624,278,209260,124079,7-5 7-5,3,R32,118.0,11.0,3.0,87.0,50.0,38.0,15.0,12.0,10.0,12.0,3.0,10.0,83.0,59.0,36.0,10.0,12.0,9.0,13.0
2024-8994,Mallorca,Grass,32,A,20240624,277,210150,111153,6-3 3-6 6-1,3,R32,90.0,12.0,1.0,68.0,45.0,38.0,14.0,13.0,3.0,4.0,9.0,1.0,67.0,53.0,36.0,7.0,12.0,2.0,5.0
2024-8994,Mallorca,Grass,32,A,20240624,276,104926,133835,7-6(4) 7-6(5),3,R32,100.0,10.0,6.0,79.0,50.0,39.0,20.0,12.0,3.0,4.0,5.0,1.0,84.0,65.0,46.0,11.0,12.0,3.0,4.0
2024-8994,Mallorca,Grass,32,A,20240624,275,207686,106005,7-5 7-6(5),3,R32,101.0,10.0,0.0,83.0,54.0,41.0,11.0,12.0,3.0,5.0,0.0,1.0,81.0,51.0,36.0,14.0,12.0,3.0,6.0
2024-8994,Mallorca,Grass,32,A,20240624,273,104792,106233,6-3 7-6(3),3,R32,78.0,13.0,4.0,62.0,39.0,35.0,14.0,11.0,0.0,0.0,7.0,1.0,57.0,34.0,21.0,20.0,10.0,4.0,5.0
2024-8994,Mallorca,Grass,32,A,20240624,272,106148,105807,7-6(4) 4-6 7-6(3),3,R32,168.0,8.0,1.0,108.0,61.0,45.0,29.0,17.0,4.0,7.0,2.0,1.0,118.0,89.0,65.0,14.0,17.0,5.0,7.0
2024-8994,Mallorca,Grass,32,A,20240624,271,105138,106121,6-1 6-0,3,R32,53.0,6.0,1.0,37.0,24.0,19.0,10.0,7.0,2.0,2.0,1.0,2.0,35.0,17.0,8.0,6.0,6.0,0.0,5.0
2024-0741,Eastbourne,Grass,32,A,20240624,400,126203,126845,6-4 6-3,3,F,70.0,9.0,0.0,53.0,35.0,31.0,12.0,10.0,0.0,0.0,3.0,2.0,50.0,30.0,22.0,9.0,9.0,3.0,5.0
2024-0741,Eastbourne,Grass,32,A,20240624,399,126203,126846,7-6(5) 7-6(4),3,SF,107.0,15.0,1.0,75.0,48.0,46.0,13.0,12.0,1.0,1.0,7.0,4.0,92.0,60.0,49.0,15.0,12.0,5.0,5.0
2024-0741,Eastbourne,Grass,32,A,20240624,398,126845,126129,6-4 4-6 6-4,3,SF,133.0,6.0,1.0,82.0,55.0,42.0,19.0,15.0,3.0,4.0,8.0,5.0,101.0,70.0,52.0,13.0,15.0,7.0,9.0
2024-0741,Eastbourne,Grass,32,A,20240624,397,126203,209992,7-6(5) 7-6(5),3,QF,106.0,20.0,2.0,74.0,54.0,50.0,11.0,12.0,4.0,4.0,8.0,2.0,88.0,59.0,43.0,20.0,12.0,5.0,5.0
2024-0741,Eastbourne,Grass,32,A,20240624,396,126129,207925,6-7(3) 7-6(4) 6-2,3,QF,148.0,8.0,1.0,99.0,70.0,54.0,21.0,16.0,3.0,3.0,1.0,3.0,104.0,56.0,39.0,32.0,16.0,4.0,6.0
2024-0741,Eastbourne,Grass,32,A,20240624,395,126845,200175,6-3 7-6(4),3,QF,85.0,5.0,2.0,69.0,46.0,35.0,13.0,11.0,1.0,2.0,0.0,2.0,56.0,36.0,27.0,10.0,10.0,0.0,2.0
2024-0741,Eastbourne,Grass,32,A,20240624,394,126846,106415,6-3 3-6 7-6(5),3,QF,127.0,12.0,1.0,90.0,57.0,47.0,18.0,15.0,0.0,1.0,3.0,3.0,92.0,59.0,45.0,22.0,15.0,6.0,7.0
2024-0741,Eastbourne,Grass,32,A,20240624,393,126203,205734,7-6(4) 6-3,3,R16,74.0,15.0,1.0,54.0,44.0,42.0,7.0,11.0,0.0,0.0,6.0,2.0,61.0,36.0,26.0,17.0,10.0,1.0,2.0
2024-0741,Eastbourne,Grass,32,A,20240624,392,126846,122330,6-4 6-4,3,R16,65.0,8.0,1.0,54.0,29.0,26.0,16.0,10.0,3.0,3.0,12.0,5.0,56.0,38.0,29.0,7.0,10.0,5.0,7.0
2024-0741,Eastbourne,Grass,32,A,20240624,391,200175,202104,6-3 6-2,3,R16,69.0,8.0,0.0,55.0,37.0,26.0,11.0,9.0,3.0,4.0,2.0,2.0,48.0,34.0,19.0,7.0,8.0,3.0,7.0
2024-0741,Eastbourne,Grass,32,A,20240624,390,207925,208144,4-6 6-3 6-4,3,R16,111.0,8.0,5.0,82.0,46.0,38.0,17.0,15.0,2.0,5.0,2.0,4.0,84.0,54.0,39.0,13.0,14.0,4.0,8.0
2024-0741,Eastbourne,Grass,32,A,20240624,389,126129,200277,3-6 6-2 6-2,3,R16,124.0,5.0,2.0,83.0,49.0,34.0,17.0,12.0,6.0,8.0,2.0,4.0,90.0,65.0,39.0,10.0,13.0,10.0,15.0
2024-0741,Eastbourne,Grass,32,A,20240624,388,106415,106218,6-7(8) 6-4 6-2,3,R16,131.0,4.0,3.0,95.0,64.0,48.0,18.0,15.0,4.0,5.0,9.0,3.0,87.0,50.0,33.0,22.0,15.0,2.0,6.0
2024-0741,Eastbourne,Grass,32,A,20240624,387,126845,132283,6-4 6-4,3,R16,88.0,5.0,0.0,54.0,31.0,27.0,12.0,10.0,2.0,3.0,4.0,2.0,68.0,47.0,34.0,6.0,10.0,8.0,11.0
2024-0741,Eastbourne,Grass,32,A,20240624,386,209992,200325,4-6 6-3 6-4,3,R16,126.0,8.0,2.0,93.0,56.0,43.0,20.0,15.0,4.0,5.0,6.0,0.0,81.0,52.0,39.0,16.0,14.0,2.0,4.0
2024-0741,Eastbourne,Grass,32,A,20240624,385,106218,202103,7-6(5) 7-6(4),3,R32,100.0,4.0,0.0,73.0,46.0,41.0,19.0,12.0,0.0,0.0,5.0,1.0,83.0,52.0,41.0,20.0,12.0,1.0,1.0
2024-0741,Eastbourne,Grass,32,A,20240624,384,208144,208363,6-4 6-2,3,R32,63.0,2.0,2.0,40.0,27.0,24.0,8.0,9.0,0.0,1.0,1.0,1.0,49.0,28.0,16.0,9.0,9.0,2.0,6.0
2024-0741,Eastbourne,Grass,32,A,20240624,383,209992,144869,7-5 3-6 7-6(4),3,R32,145.0,11.0,1.0,99.0,73.0,52.0,17.0,16.0,2.0,3.0,14.0,5.0,97.0,71.0,59.0,13.0,17.0,3.0,4.0
2024-0741,Eastbourne,Grass,32,A,20240624,382,207925,126239,6-4 7-5,3,R32,81.0,5.0,4.0,66.0,36.0,24.0,20.0,11.0,2.0,4.0,6.0,4.0,54.0,29.0,26.0,8.0,11.0,0.0,4.0
2024-0741,Eastbourne,Grass,32,A,20240624,381,126129,207985,6-4 7-6(7),3,R32,97.0,10.0,2.0,68.0,47.0,40.0,12.0,11.0,1.0,1.0,2.0,4.0,70.0,39.0,28.0,20.0,11.0,0.0,1.0
2024-0741,Eastbourne,Grass,32,A,20240624,380,200175,111190,6-2 7-6(2),3,R32,85.0,9.0,2.0,77.0,48.0,37.0,16.0,10.0,4.0,4.0,9.0,3.0,61.0,46.0,30.0,8.0,10.0,0.0,2.0
2024-0741,Eastbourne,Grass,32,A,20240624,379,106415,106281,6-3 6-4,3,R32,105.0,3.0,1.0,48.0,27.0,19.0,16.0,9.0,3.0,4.0,6.0,8.0,100.0,54.0,34.0,19.0,10.0,10.0,14.0
2024-0741,Eastbourne,Grass,32,A,20240624,378,126845,111513,6-1 4-6 6-3,3,R32,119.0,10.0,1.0,76.0,51.0,38.0,13.0,13.0,5.0,7.0,4.0,1.0,88.0,47.0,26.0,22.0,13.0,7.0,12.0
2024-0741,Eastbourne,Grass,32,A,20240624,377,200325,111815,7-6(9) 6-3,3,R32,95.0,5.0,1.0,73.0,55.0,39.0,16.0,11.0,7.0,7.0,3.0,2.0,67.0,44.0,37.0,11.0,10.0,1.0,2.0
2024-0741,Eastbourne,Grass,32,A,20240624,376,205734,210317,6-4 6-4,3,R32,100.0,5.0,2.0,75.0,51.0,35.0,12.0,10.0,5.0,6.0,3.0,2.0,64.0,50.0,35.0,4.0,10.0,4.0,7.0
2024-0741,Eastbourne,Grass,32,A,20240624,375,132283,211902,6-3 6-2,3,R32,67.0,5.0,0.0,40.0,36.0,30.0,3.0,9.0,0.0,1.0,0.0,4.0,54.0,33.0,20.0,7.0,8.0,3.0,7.0
2024-0741,Eastbourne,Grass,32,A,20240624,374,126846,206681,6-2 6-4,3,R32,64.0,9.0,1.0,55.0,37.0,29.0,12.0,9.0,2.0,2.0,6.0,1.0,46.0,23.0,18.0,12.0,9.0,0.0,3.0
2024-540,Wimbledon,Grass,128,G,20240701,100,206173,105870,6-3 6-4 3-6 6-3,5,R128,178.0,16.0,3.0,126.0,73.0,58.0,26.0,19.0,9.0,11.0,12.0,3.0,114.0,78.0,53.0,17.0,18.0,1.0,5.0
2024-540,Wimbledon,Grass,128,G,20240701,101,126610,105916,7-6(3) 6-2 3-6 6-1,5,R128,176.0,11.0,0.0,111.0,73.0,59.0,22.0,18.0,9.0,10.0,13.0,4.0,121.0,75.0,49.0,25.0,18.0,9.0,13.0
2024-540,Wimbledon,Grass,128,G,20240701,102,200175,111576,6-2 3-6 6-3 6-4,5,R128,159.0,6.0,2.0,105.0,63.0,43.0,25.0,18.0,7.0,11.0,3.0,4.0,121.0,79.0,52.0,15.0,18.0,12.0,19.0
2024-540,Wimbledon,Grass,128,G,20240701,103,134868,123755,7-6(3) 6-3 6-4,5,R128,121.0,14.0,9.0,97.0,54.0,45.0,28.0,16.0,0.0,0.0,10.0,2.0,88.0,59.0,45.0,18.0,15.0,7.0,9.0
2024-540,Wimbledon,Grass,128,G,20240701,104,133430,111797,6-1 7-5 6-4,5,R128,113.0,9.0,3.0,81.0,52.0,43.0,22.0,15.0,2.0,2.0,5.0,3.0,81.0,48.0,32.0,16.0,14.0,6.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,105,127157,209259,4-6 7-6(6) 1-6 6-3 6-1,5,R128,223.0,13.0,9.0,142.0,78.0,62.0,24.0,22.0,7.0,14.0,6.0,4.0,167.0,106.0,63.0,34.0,23.0,13.0,21.0
2024-540,Wimbledon,Grass,128,G,20240701,106,144750,210506,3-6 4-6 7-6(5) 6-2 7-6(9),5,R128,208.0,34.0,6.0,151.0,93.0,81.0,24.0,25.0,5.0,9.0,9.0,1.0,175.0,131.0,94.0,22.0,26.0,11.0,15.0
2024-540,Wimbledon,Grass,128,G,20240701,107,210097,208233,4-6 6-3 3-6 6-3 6-4,5,R128,209.0,19.0,5.0,149.0,108.0,80.0,22.0,24.0,12.0,14.0,11.0,6.0,147.0,76.0,60.0,40.0,23.0,9.0,12.0
2024-540,Wimbledon,Grass,128,G,20240701,108,105777,105583,6-3 6-4 7-5,5,R128,104.0,16.0,2.0,84.0,48.0,44.0,21.0,16.0,3.0,4.0,3.0,0.0,82.0,58.0,38.0,10.0,15.0,0.0,4.0
2024-540,Wimbledon,Grass,128,G,20240701,109,209992,106426,7-5 6-4 6-4,5,R128,123.0,13.0,2.0,95.0,63.0,55.0,19.0,16.0,5.0,5.0,14.0,2.0,92.0,58.0,45.0,16.0,16.0,6.0,9.0
2024-540,Wimbledon,Grass,128,G,20240701,110,104527,200277,6-3 7-5 6-4,5,R128,109.0,11.0,1.0,98.0,56.0,43.0,22.0,16.0,4.0,6.0,6.0,2.0,93.0,62.0,39.0,17.0,15.0,7.0,12.0
2024-540,Wimbledon,Grass,128,G,20240701,111,104792,105173,6-4 3-6 7-5 6-4,5,R128,175.0,16.0,2.0,119.0,77.0,62.0,22.0,21.0,1.0,3.0,1.0,5.0,141.0,88.0,57.0,32.0,20.0,8.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,112,111190,126125,7-6(4) 6-3 6-2,5,R128,117.0,14.0,1.0,97.0,58.0,46.0,22.0,15.0,4.0,5.0,6.0,0.0,87.0,64.0,41.0,12.0,14.0,3.0,7.0
2024-540,Wimbledon,Grass,128,G,20240701,113,105526,206681,6-4 6-7(4) 6-2 6-3,5,R128,125.0,23.0,9.0,124.0,68.0,56.0,30.0,20.0,4.0,6.0,10.0,4.0,118.0,69.0,46.0,24.0,19.0,8.0,14.0
2024-540,Wimbledon,Grass,128,G,20240701,114,124186,200384,6-4 7-6(2) 7-6(5),5,R128,139.0,6.0,1.0,111.0,82.0,51.0,16.0,17.0,7.0,12.0,2.0,2.0,109.0,62.0,39.0,21.0,17.0,4.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,115,106421,206499,6-3 6-4 6-2,5,R128,106.0,16.0,4.0,81.0,53.0,42.0,17.0,14.0,3.0,3.0,9.0,4.0,84.0,53.0,38.0,11.0,13.0,4.0,8.0
2024-540,Wimbledon,Grass,128,G,20240701,116,207989,210136,7-6(3) 7-5 6-2,5,R128,142.0,4.0,4.0,89.0,56.0,47.0,18.0,16.0,2.0,4.0,7.0,2.0,102.0,69.0,40.0,19.0,16.0,5.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,117,126846,124116,6-7(9) 6-4 6-4 3-6 7-6(8),5,R128,229.0,16.0,5.0,195.0,118.0,85.0,37.0,27.0,16.0,22.0,24.0,9.0,180.0,100.0,76.0,38.0,26.0,9.0,16.0
2024-540,Wimbledon,Grass,128,G,20240701,118,106432,200335,6-3 7-6(2) 6-3,5,R128,132.0,13.0,2.0,103.0,62.0,50.0,26.0,15.0,6.0,6.0,5.0,3.0,88.0,57.0,43.0,13.0,15.0,2.0,4.0
2024-540,Wimbledon,Grass,128,G,20240701,119,126207,208286,6-7(5) 2-6 6-1 6-3 6-3,5,R128,189.0,12.0,3.0,137.0,83.0,66.0,25.0,22.0,4.0,8.0,15.0,3.0,137.0,93.0,59.0,24.0,23.0,4.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,120,206909,202104,6-2 6-3 6-4,5,R128,115.0,14.0,0.0,80.0,56.0,42.0,16.0,14.0,2.0,2.0,0.0,2.0,87.0,64.0,38.0,12.0,13.0,7.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,121,111442,200303,5-7 5-7 6-4 6-4 6-4,5,R128,246.0,13.0,3.0,143.0,92.0,74.0,29.0,27.0,0.0,3.0,11.0,4.0,173.0,117.0,80.0,33.0,27.0,14.0,18.0
2024-540,Wimbledon,Grass,128,G,20240701,122,122298,106281,6-2 4-6 6-3 6-2,5,R128,148.0,9.0,11.0,104.0,59.0,51.0,20.0,18.0,5.0,8.0,2.0,9.0,110.0,61.0,38.0,22.0,17.0,13.0,20.0
2024-540,Wimbledon,Grass,128,G,20240701,123,200005,207686,6-1 4-6 7-6(2) 6-7(3) 6-1,5,R128,198.0,16.0,0.0,134.0,86.0,68.0,28.0,25.0,7.0,10.0,11.0,8.0,161.0,89.0,57.0,40.0,23.0,9.0,16.0
2024-540,Wimbledon,Grass,128,G,20240701,124,126205,124079,6-2 6-1 4-6 6-3,5,R128,136.0,10.0,0.0,91.0,48.0,39.0,25.0,17.0,2.0,4.0,1.0,9.0,107.0,71.0,46.0,13.0,17.0,4.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,125,202261,126845,6-3 6-2 6-2,5,R128,89.0,19.0,3.0,79.0,54.0,43.0,14.0,13.0,6.0,6.0,4.0,3.0,77.0,50.0,35.0,9.0,12.0,7.0,12.0
2024-540,Wimbledon,Grass,128,G,20240701,126,209070,200267,6-1 6-4 6-7(2) 6-7(4) 7-6(8),5,R128,274.0,22.0,10.0,198.0,108.0,89.0,47.0,26.0,7.0,7.0,13.0,4.0,160.0,107.0,88.0,29.0,27.0,9.0,12.0
2024-540,Wimbledon,Grass,128,G,20240701,127,122330,210150,4-6 6-7(2) 6-4 6-4 6-2,5,R128,209.0,32.0,6.0,140.0,95.0,79.0,22.0,26.0,5.0,7.0,14.0,8.0,188.0,108.0,77.0,38.0,24.0,18.0,23.0
2024-540,Wimbledon,Grass,128,G,20240701,128,132283,208363,6-4 7-6(2) 6-4,5,R128,144.0,8.0,3.0,96.0,71.0,54.0,16.0,17.0,3.0,4.0,8.0,1.0,112.0,72.0,48.0,19.0,15.0,8.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,129,105138,109739,6-3 6-1 6-4,5,R128,109.0,9.0,2.0,86.0,59.0,43.0,17.0,13.0,7.0,7.0,8.0,4.0,78.0,49.0,33.0,11.0,13.0,5.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,130,104926,209414,6-1 6-3 7-5,5,R128,124.0,12.0,7.0,106.0,63.0,46.0,21.0,14.0,10.0,11.0,7.0,8.0,100.0,69.0,41.0,14.0,14.0,8.0,14.0
2024-540,Wimbledon,Grass,128,G,20240701,131,134770,106109,7-6(2) 6-4 6-4,5,R128,133.0,18.0,5.0,98.0,62.0,53.0,20.0,17.0,9.0,10.0,12.0,3.0,113.0,71.0,46.0,24.0,15.0,10.0,13.0
2024-540,Wimbledon,Grass,128,G,20240701,132,207681,126094,6-4 5-7 6-2 7-6(5),5,R128,179.0,21.0,2.0,136.0,95.0,70.0,22.0,20.0,8.0,10.0,6.0,4.0,131.0,72.0,56.0,29.0,22.0,1.0,5.0
2024-540,Wimbledon,Grass,128,G,20240701,133,200443,105948,6-3 6-3 7-5,5,R128,125.0,4.0,1.0,78.0,49.0,36.0,23.0,15.0,2.0,3.0,4.0,1.0,93.0,70.0,43.0,11.0,15.0,3.0,8.0
2024-540,Wimbledon,Grass,128,G,20240701,134,209260,123828,7-5 4-6 2-6 7-5 6-2,5,R128,210.0,17.0,8.0,143.0,92.0,72.0,24.0,25.0,9.0,14.0,6.0,4.0,176.0,126.0,84.0,23.0,25.0,16.0,22.0
2024-540,Wimbledon,Grass,128,G,20240701,135,207518,106005,4-6 7-6(4) 6-2 6-2,5,R128,187.0,12.0,0.0,137.0,90.0,57.0,24.0,19.0,11.0,16.0,3.0,5.0,133.0,77.0,54.0,18.0,19.0,7.0,15.0
2024-540,Wimbledon,Grass,128,G,20240701,136,208659,200624,7-6(5) 6-7(4) 7-6(6) 6-7(4) 6-3,5,R128,201.0,51.0,10.0,195.0,138.0,116.0,29.0,30.0,11.0,11.0,18.0,4.0,171.0,112.0,95.0,35.0,27.0,3.0,4.0
2024-540,Wimbledon,Grass,128,G,20240701,137,106415,132686,6-2 7-6(6) 2-6 6-3,5,R128,148.0,3.0,1.0,126.0,77.0,53.0,29.0,19.0,6.0,9.0,21.0,7.0,112.0,72.0,58.0,16.0,18.0,7.0,11.0
2024-540,Wimbledon,Grass,128,G,20240701,138,200325,111456,7-6(6) 4-6 5-7 7-6(6) 6-3,5,R128,224.0,14.0,6.0,182.0,122.0,86.0,32.0,27.0,4.0,8.0,14.0,1.0,170.0,117.0,84.0,32.0,28.0,4.0,8.0
2024-540,Wimbledon,Grass,128,G,20240701,139,126774,106121,7-6(5) 6-4 7-5,5,R128,143.0,15.0,2.0,108.0,74.0,57.0,20.0,18.0,6.0,7.0,10.0,2.0,121.0,62.0,42.0,35.0,16.0,7.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,140,126203,106331,6-1 6-2 6-4,5,R128,91.0,18.0,2.0,63.0,38.0,36.0,17.0,13.0,2.0,2.0,3.0,2.0,88.0,56.0,33.0,12.0,12.0,3.0,8.0
2024-540,Wimbledon,Grass,128,G,20240701,141,126239,105453,5-7 6-4 6-7(2) 6-3 6-2,5,R128,210.0,33.0,2.0,140.0,97.0,73.0,28.0,26.0,5.0,8.0,5.0,5.0,175.0,124.0,76.0,31.0,25.0,14.0,20.0
2024-540,Wimbledon,Grass,128,G,20240701,142,207925,208014,7-5 4-6 6-4 6-4,5,R128,175.0,13.0,2.0,126.0,61.0,46.0,40.0,21.0,4.0,6.0,12.0,6.0,148.0,85.0,63.0,29.0,21.0,14.0,18.0
2024-540,Wimbledon,Grass,128,G,20240701,143,126214,105554,6-2 7-5 6-3,5,R128,136.0,13.0,2.0,90.0,59.0,49.0,18.0,15.0,7.0,7.0,5.0,7.0,95.0,41.0,30.0,25.0,14.0,5.0,9.0
2024-540,Wimbledon,Grass,128,G,20240701,144,207733,111200,3-6 6-3 6-3 4-6 6-3,5,R128,198.0,14.0,3.0,132.0,80.0,60.0,27.0,23.0,6.0,11.0,13.0,7.0,151.0,86.0,56.0,30.0,23.0,10.0,17.0
2024-540,Wimbledon,Grass,128,G,20240701,145,111815,207680,7-5 7-5 6-3,5,R128,137.0,4.0,5.0,80.0,54.0,41.0,14.0,16.0,1.0,5.0,3.0,7.0,108.0,70.0,38.0,17.0,17.0,5.0,13.0
2024-540,Wimbledon,Grass,128,G,20240701,146,106218,211902,3-6 6-3 6-4 6-4,5,R128,147.0,10.0,1.0,114.0,73.0,60.0,21.0,19.0,5.0,6.0,17.0,5.0,122.0,70.0,53.0,25.0,19.0,9.0,12.0
2024-540,Wimbledon,Grass,128,G,20240701,147,100644,106148,6-2 6-4 6-2,5,R128,113.0,18.0,2.0,69.0,51.0,44.0,11.0,13.0,5.0,5.0,7.0,3.0,95.0,53.0,30.0,22.0,13.0,9.0,14.0
2024-540,Wimbledon,Grass,128,G,20240701,148,128034,105430,5-7 6-4 6-3 6-4,5,R128,169.0,24.0,3.0,122.0,78.0,66.0,20.0,21.0,3.0,5.0,0.0,7.0,111.0,68.0,48.0,24.0,20.0,1.0,5.0
2024-540,Wimbledon,Grass,128,G,20240701,149,209950,208502,6-3 6-2 3-6 6-4,5,R128,126.0,15.0,2.0,110.0,79.0,63.0,16.0,18.0,5.0,6.0,11.0,6.0,105.0,62.0,48.0,19.0,18.0,6.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,150,207830,105676,3-6 3-6 6-4 6-1 7-6(5),5,R128,197.0,6.0,2.0,164.0,103.0,60.0,30.0,24.0,6.0,15.0,10.0,8.0,159.0,91.0,58.0,28.0,23.0,16.0,25.0
2024-540,Wimbledon,Grass,128,G,20240701,151,126128,202103,6-7(5) 3-6 7-5 6-3 6-4,5,R128,206.0,11.0,3.0,148.0,100.0,76.0,29.0,26.0,7.0,10.0,13.0,8.0,179.0,109.0,78.0,33.0,26.0,14.0,19.0
2024-540,Wimbledon,Grass,128,G,20240701,152,106423,200000,4-6 5-7 7-6(9) 6-4 6-4,5,R128,278.0,19.0,4.0,155.0,97.0,79.0,31.0,27.0,5.0,8.0,22.0,8.0,169.0,111.0,89.0,28.0,27.0,7.0,10.0
2024-540,Wimbledon,Grass,128,G,20240701,153,106298,111513,3-6 7-6(4) 3-6 6-3 6-1,5,R128,170.0,11.0,4.0,136.0,79.0,57.0,30.0,24.0,8.0,14.0,12.0,7.0,137.0,86.0,58.0,26.0,22.0,9.0,15.0
