season,season_type,team_id_home,game_id,game_date,min,fgm_home,fga_home,fg_pct_home,fg3m_home,fg3a_home,fg3_pct_home,ftm_home,fta_home,ft_pct_home,oreb_home,dreb_home,reb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,team_id_away,fgm_away,fga_away,fg_pct_away,fg3m_away,fg3a_away,fg3_pct_away,ftm_away,fta_away,ft_pct_away,oreb_away,dreb_away,reb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away
2022-2023,Regular Season,1610612749,22200665,2023-01-17,240,46,86,0.535,19,39,0.487,19,21,0.905,6,36,42,24,5,5,12,19,130,1610612761,46,101,0.455,13,35,0.371,17,27,0.63,20,30,50,20,7,5,9,14,122
2022-2023,Regular Season,1610612759,22200666,2023-01-17,240,37,97,0.381,7,34,0.206,25,28,0.893,13,41,54,23,12,4,16,22,106,1610612751,37,88,0.42,3,23,0.13,21,24,0.875,10,39,49,22,10,8,21,26,98
2022-2023,Regular Season,1610612743,22200667,2023-01-17,240,44,88,0.5,11,32,0.344,23,28,0.821,11,31,42,32,8,6,12,15,122,1610612757,38,83,0.458,13,40,0.325,24,25,0.96,5,30,35,21,3,4,13,24,113
2022-2023,Regular Season,1610612746,22200668,2023-01-17,240,41,82,0.5,12,34,0.353,16,20,0.8,8,25,33,20,4,5,19,23,110,1610612755,39,73,0.534,13,31,0.419,29,34,0.853,8,25,33,25,12,4,15,17,120
2022-2023,Regular Season,1610612763,22200672,2023-01-18,240,44,97,0.454,11,34,0.324,16,22,0.727,15,27,42,22,10,7,8,19,115,1610612739,42,82,0.512,16,35,0.457,14,21,0.667,11,36,47,29,4,7,19,17,114
2022-2023,Regular Season,1610612752,22200669,2023-01-18,240,40,96,0.417,7,26,0.269,18,27,0.667,20,29,49,14,9,4,9,20,105,1610612764,42,95,0.442,16,42,0.381,16,19,0.842,18,34,52,28,5,9,14,23,116
2022-2023,Regular Season,1610612742,22200670,2023-01-18,240,44,84,0.524,16,42,0.381,18,24,0.75,10,21,31,26,5,3,16,19,122,1610612737,49,86,0.57,13,26,0.5,19,20,0.95,7,28,35,28,7,4,12,23,130
2022-2023,Regular Season,1610612747,22200677,2023-01-18,240,43,89,0.483,11,34,0.324,14,18,0.778,6,30,36,26,9,3,7,20,111,1610612758,43,87,0.494,9,30,0.3,21,27,0.778,14,33,47,23,3,5,11,14,116
2022-2023,Regular Season,1610612743,22200676,2023-01-18,240,45,85,0.529,8,21,0.381,24,32,0.75,8,26,34,27,10,2,16,19,122,1610612750,42,81,0.519,12,32,0.375,22,28,0.786,12,24,36,26,6,10,19,27,118
2022-2023,Regular Season,1610612745,22200671,2023-01-18,240,46,91,0.505,10,32,0.313,15,20,0.75,12,35,47,21,4,5,20,22,117,1610612766,48,96,0.5,9,36,0.25,17,25,0.68,11,26,37,27,14,10,10,20,122
2022-2023,Regular Season,1610612740,22200673,2023-01-18,240,37,80,0.463,13,30,0.433,11,18,0.611,9,29,38,27,5,3,18,17,98,1610612748,50,94,0.532,12,35,0.343,12,16,0.75,10,33,43,37,11,2,11,17,124
2022-2023,Regular Season,1610612760,22200674,2023-01-18,240,47,93,0.505,16,38,0.421,16,21,0.762,13,29,42,41,12,7,19,25,126,1610612754,39,94,0.415,12,33,0.364,16,24,0.667,20,28,48,23,9,10,24,19,106
2022-2023,Regular Season,1610612762,22200675,2023-01-18,240,45,87,0.517,19,32,0.594,17,22,0.773,9,35,44,26,4,7,8,19,126,1610612746,37,92,0.402,15,34,0.441,14,21,0.667,16,34,50,23,1,6,13,20,103
2022-2023,Regular Season,1610612738,22200679,2023-01-19,265,43,108,0.398,13,41,0.317,22,30,0.733,18,45,63,21,10,5,17,19,121,1610612744,40,100,0.4,18,52,0.346,20,23,0.87,8,39,47,28,10,7,16,26,118
2022-2023,Regular Season,1610612750,22200680,2023-01-19,240,45,89,0.506,17,40,0.425,21,23,0.913,8,29,37,31,12,5,15,20,128,1610612761,46,87,0.529,14,28,0.5,20,27,0.741,8,30,38,26,8,6,16,19,126
2022-2023,Regular Season,1610612757,22200682,2023-01-19,240,32,85,0.376,9,37,0.243,22,29,0.759,13,31,44,19,4,3,16,15,95,1610612755,41,81,0.506,8,26,0.308,15,19,0.789,5,38,43,24,8,8,15,23,105
2022-2023,Regular Season,1610612756,22200681,2023-01-19,240,39,85,0.459,11,28,0.393,28,41,0.683,12,37,49,30,4,3,16,23,117,1610612751,43,82,0.524,11,26,0.423,15,25,0.6,2,32,34,27,10,6,13,34,112
2022-2023,Regular Season,1610612765,22200678,2023-01-19,240,39,97,0.402,8,34,0.235,22,27,0.815,17,32,49,25,7,3,17,15,108,1610612741,50,92,0.543,7,23,0.304,19,21,0.905,11,37,48,23,11,8,14,17,126
2022-2023,Regular Season,1610612739,22200685,2023-01-2,240,42,84,0.5,14,33,0.424,16,19,0.842,10,25,35,24,7,8,15,15,114,1610612744,42,86,0.488,23,43,0.535,13,19,0.684,14,31,45,25,9,4,18,19,120
2022-2023,Regular Season,1610612758,22200691,2023-01-2,240,41,87,0.471,12,38,0.316,24,28,0.857,13,40,53,25,1,2,15,17,118,1610612760,45,93,0.484,16,40,0.4,7,11,0.636,8,28,36,21,4,1,9,20,113
2022-2023,Regular Season,1610612747,22200690,2023-01-2,240,38,93,0.409,13,41,0.317,33,41,0.805,10,37,47,24,7,7,10,26,122,1610612763,43,102,0.422,9,29,0.31,26,40,0.65,24,39,63,24,6,7,14,31,121
2022-2023,Regular Season,1610612743,22200688,2023-01-2,240,51,83,0.614,14,28,0.5,18,26,0.692,12,26,38,38,16,4,18,28,134,1610612754,37,84,0.44,8,32,0.25,29,37,0.784,16,23,39,23,7,2,21,18,111
2022-2023,Regular Season,1610612762,22200689,2023-01-2,240,37,88,0.42,16,39,0.41,16,23,0.696,13,33,46,24,6,1,11,18,106,1610612751,43,80,0.538,18,41,0.439,13,20,0.65,6,36,42,26,7,6,11,18,117
2022-2023,Regular Season,1610612742,22200686,2023-01-2,240,37,80,0.463,18,38,0.474,23,28,0.821,10,27,37,21,7,1,10,22,115,1610612748,33,69,0.478,4,20,0.2,20,27,0.741,5,34,39,15,3,1,16,22,90
2022-2023,Regular Season,1610612759,22200687,2023-01-2,240,51,89,0.573,14,26,0.538,10,14,0.714,12,22,34,34,3,1,7,15,126,1610612746,51,81,0.63,15,28,0.536,14,20,0.7,11,21,32,31,4,2,9,13,131
2022-2023,Regular Season,1610612737,22200684,2023-01-2,240,56,100,0.56,13,34,0.382,14,16,0.875,14,25,39,27,6,4,7,16,139,1610612752,49,83,0.59,13,30,0.433,13,17,0.765,9,25,34,27,5,3,12,15,124
2022-2023,Regular Season,1610612753,22200683,2023-01-2,240,39,75,0.52,15,30,0.5,30,34,0.882,5,37,42,28,2,5,15,18,123,1610612740,41,91,0.451,10,35,0.286,18,24,0.75,11,28,39,29,9,5,11,21,110
2022-2023,Regular Season,1610612737,22200694,2023-01-21,240,45,83,0.542,11,25,0.44,17,20,0.85,6,34,40,24,5,4,18,20,118,1610612766,45,89,0.506,13,34,0.382,19,22,0.864,6,30,36,28,11,2,12,18,122
2022-2023,Regular Season,1610612761,22200692,2023-01-21,240,46,86,0.535,7,19,0.368,5,7,0.714,6,35,41,24,7,9,14,13,104,1610612738,38,85,0.447,16,35,0.457,14,15,0.933,11,30,41,25,9,8,15,17,106
2022-2023,Regular Season,1610612758,22200698,2023-01-21,240,46,84,0.548,13,33,0.394,22,29,0.759,4,25,29,28,6,5,9,20,127,1610612755,49,93,0.527,12,28,0.429,19,23,0.826,16,30,46,27,4,3,15,26,129
2022-2023,Regular Season,1610612756,22200697,2023-01-21,240,38,91,0.418,12,31,0.387,24,35,0.686,14,41,55,27,9,8,15,20,112,1610612754,36,96,0.375,13,37,0.351,22,26,0.846,11,37,48,22,10,4,15,29,107
2022-2023,Regular Season,1610612750,22200696,2023-01-21,240,38,83,0.458,17,41,0.415,20,24,0.833,3,27,30,20,12,9,12,26,113,1610612745,38,79,0.481,9,24,0.375,19,33,0.576,15,41,56,24,4,6,23,19,104
2022-2023,Regular Season,1610612739,22200695,2023-01-21,240,48,86,0.558,7,22,0.318,11,17,0.647,9,32,41,33,9,3,9,13,114,1610612749,39,86,0.453,14,39,0.359,10,11,0.909,7,29,36,24,3,6,16,17,102
2022-2023,Regular Season,1610612764,22200693,2023-01-21,240,51,95,0.537,18,34,0.529,18,25,0.72,9,37,46,34,6,5,8,18,138,1610612753,42,90,0.467,14,34,0.412,20,24,0.833,9,32,41,24,3,10,11,19,118
2022-2023,Regular Season,1610612761,22200700,2023-01-22,240,41,90,0.456,15,34,0.441,28,35,0.8,17,28,45,21,12,4,8,20,125,1610612752,40,82,0.488,18,41,0.439,18,26,0.692,14,33,47,30,4,4,17,24,116
2022-2023,Regular Season,1610612742,22200701,2023-01-22,240,35,80,0.438,13,35,0.371,15,26,0.577,12,26,38,15,3,3,10,21,98,1610612746,35,77,0.455,12,28,0.429,30,31,0.968,9,37,46,20,6,3,11,23,112
2022-2023,Regular Season,1610612743,22200702,2023-01-22,240,36,82,0.439,10,28,0.357,17,33,0.515,10,32,42,22,7,5,9,16,99,1610612760,40,89,0.449,7,26,0.269,14,16,0.875,14,36,50,21,4,5,8,24,101
2022-2023,Regular Season,1610612744,22200704,2023-01-22,240,41,90,0.456,13,32,0.406,21,27,0.778,10,32,42,28,10,2,12,24,116,1610612751,43,79,0.544,14,27,0.519,20,31,0.645,9,33,42,30,4,7,16,22,120
2022-2023,Regular Season,1610612757,22200705,2023-01-22,240,37,86,0.43,17,46,0.37,21,25,0.84,11,27,38,24,5,7,12,24,112,1610612747,45,86,0.523,10,30,0.333,21,27,0.778,10,41,51,23,5,5,13,19,121
2022-2023,Regular Season,1610612748,22200699,2023-01-22,240,35,80,0.438,8,34,0.235,22,27,0.815,12,30,42,17,16,1,22,14,100,1610612740,37,78,0.474,8,30,0.267,14,18,0.778,8,33,41,24,17,4,25,22,96
2022-2023,Regular Season,1610612756,22200703,2023-01-22,240,39,88,0.443,13,35,0.371,21,25,0.84,6,34,40,25,10,5,17,26,112,1610612763,40,92,0.435,11,32,0.344,19,27,0.704,15,37,52,28,8,4,20,22,110
2022-2023,Regular Season,1610612765,22200706,2023-01-23,240,43,87,0.494,13,32,0.406,31,40,0.775,11,30,41,26,10,3,20,21,130,1610612749,55,98,0.561,23,52,0.442,17,24,0.708,13,37,50,38,11,6,19,27,150
2022-2023,Regular Season,1610612758,22200712,2023-01-23,240,49,88,0.557,22,40,0.55,13,14,0.929,10,43,53,37,10,5,25,11,133,1610612763,40,98,0.408,12,36,0.333,8,10,0.8,10,21,31,28,14,3,15,21,100
2022-2023,Regular Season,1610612753,22200707,2023-01-23,240,43,84,0.512,11,27,0.407,16,24,0.667,8,32,40,22,10,3,11,12,113,1610612738,36,83,0.434,18,46,0.391,8,11,0.727,8,29,37,24,5,4,18,23,98
2022-2023,Regular Season,1610612757,22200711,2023-01-23,240,55,92,0.598,20,33,0.606,17,22,0.773,8,28,36,34,11,4,10,16,147,1610612759,47,90,0.522,13,27,0.481,20,26,0.769,14,26,40,30,7,4,15,18,127
2022-2023,Regular Season,1610612745,22200709,2023-01-23,240,44,88,0.5,11,30,0.367,20,30,0.667,12,35,47,24,11,5,23,15,119,1610612750,41,91,0.451,16,42,0.381,16,22,0.727,12,29,41,19,8,7,19,22,114
2022-2023,Regular Season,1610612762,22200710,2023-01-23,240,41,86,0.477,16,40,0.4,22,26,0.846,9,37,46,25,8,4,16,26,120,1610612766,38,85,0.447,2,16,0.125,24,34,0.706,11,31,42,22,8,7,15,23,102
2022-2023,Regular Season,1610612741,22200708,2023-01-23,240,44,95,0.463,11,34,0.324,12,18,0.667,15,32,47,28,13,3,11,20,111,1610612737,39,85,0.459,10,33,0.303,12,19,0.632,9,34,43,24,6,4,19,14,100
2022-2023,Regular Season,1610612754,22200713,2023-01-24,240,42,99,0.424,10,37,0.27,22,28,0.786,14,31,45,24,9,10,8,21,116,1610612741,43,88,0.489,5,24,0.208,19,25,0.76,11,34,45,19,5,5,16,23,110
2022-2023,Regular Season,1610612756,22200718,2023-01-24,240,47,94,0.5,22,39,0.564,12,13,0.923,15,40,55,38,3,10,18,21,128,1610612766,39,96,0.406,6,25,0.24,13,18,0.722,10,30,40,19,10,5,14,21,97
2022-2023,Regular Season,1610612747,22200719,2023-01-24,240,42,95,0.442,16,40,0.4,15,24,0.625,9,23,32,21,8,4,7,13,115,1610612746,51,84,0.607,19,38,0.5,12,15,0.8,7,40,47,25,4,9,15,20,133
2022-2023,Regular Season,1610612752,22200715,2023-01-24,240,37,75,0.493,17,33,0.515,14,21,0.667,9,33,42,25,4,3,17,18,105,1610612739,40,87,0.46,12,33,0.364,11,16,0.688,10,31,41,29,8,4,12,19,103
2022-2023,Regular Season,1610612740,22200716,2023-01-24,240,38,85,0.447,5,26,0.192,17,20,0.85,14,29,43,18,5,3,16,14,98,1610612743,39,80,0.488,11,33,0.333,10,13,0.769,7,27,34,27,8,5,12,20,99
2022-2023,Regular Season,1610612742,22200717,2023-01-24,240,47,89,0.528,10,30,0.333,22,26,0.846,8,30,38,24,6,2,9,25,126,1610612764,42,83,0.506,11,30,0.367,32,41,0.78,6,35,41,28,7,3,11,22,127
2022-2023,Regular Season,1610612748,22200714,2023-01-24,240,34,94,0.362,12,33,0.364,18,23,0.783,14,37,51,21,7,2,8,18,98,1610612738,32,74,0.432,10,32,0.313,21,27,0.778,5,39,44,21,5,6,17,22,95
2022-2023,Regular Season,1610612755,22200721,2023-01-25,240,42,82,0.512,18,38,0.474,35,36,0.972,11,25,36,26,10,4,11,19,137,1610612751,49,76,0.645,14,26,0.538,21,27,0.778,6,25,31,29,3,4,16,26,133
2022-2023,Regular Season,1610612760,22200725,2023-01-25,240,53,102,0.52,15,34,0.441,11,16,0.688,12,25,37,31,12,2,12,23,132,1610612737,50,84,0.595,11,29,0.379,26,33,0.788,11,35,46,26,5,6,17,16,137
2022-2023,Regular Season,1610612753,22200720,2023-01-25,240,46,82,0.561,15,28,0.536,19,25,0.76,9,25,34,34,8,7,18,22,126,1610612754,41,85,0.482,15,35,0.429,23,29,0.793,10,22,32,25,14,5,17,20,120
2022-2023,Regular Season,1610612749,22200723,2023-01-25,240,37,78,0.474,13,30,0.433,20,28,0.714,7,42,49,16,11,7,23,15,107,1610612743,38,97,0.392,11,34,0.324,12,16,0.75,15,36,51,21,9,5,19,21,99
2022-2023,Regular Season,1610612740,22200724,2023-01-25,240,37,85,0.435,12,38,0.316,16,21,0.762,8,34,42,25,4,7,15,21,102,1610612750,40,82,0.488,11,29,0.379,20,28,0.714,4,32,36,23,8,5,9,18,111
2022-2023,Regular Season,1610612747,22200729,2023-01-25,240,40,90,0.444,10,33,0.303,23,30,0.767,11,45,56,25,12,9,20,13,113,1610612759,40,106,0.377,8,34,0.235,16,18,0.889,17,31,48,22,11,2,14,19,104
2022-2023,Regular Season,1610612745,22200722,2023-01-25,240,42,97,0.433,5,28,0.179,14,20,0.7,17,40,57,29,5,10,14,15,103,1610612764,39,98,0.398,12,38,0.316,18,23,0.783,15,33,48,27,13,7,8,16,108
2022-2023,Regular Season,1610612757,22200727,2023-01-25,240,51,89,0.573,17,36,0.472,15,18,0.833,6,35,41,26,9,4,10,15,134,1610612762,47,90,0.522,20,41,0.488,10,15,0.667,8,27,35,32,5,5,13,18,124
2022-2023,Regular Season,1610612744,22200726,2023-01-25,240,43,85,0.506,14,32,0.438,22,28,0.786,14,30,44,33,7,5,22,27,122,1610612763,42,88,0.477,10,31,0.323,26,37,0.703,11,25,36,26,10,3,14,26,120
2022-2023,Regular Season,1610612758,22200728,2023-01-25,240,35,73,0.479,13,32,0.406,12,13,0.923,4,30,34,29,6,2,19,12,95,1610612761,48,97,0.495,12,40,0.3,5,7,0.714,11,30,41,28,12,8,10,17,113
2022-2023,Regular Season,1610612738,22200730,2023-01-26,265,41,100,0.41,16,46,0.348,19,23,0.826,15,39,54,22,4,4,13,19,117,1610612752,44,96,0.458,13,38,0.342,19,23,0.826,10,40,50,17,5,5,10,20,120
2022-2023,Regular Season,1610612756,22200734,2023-01-26,240,35,86,0.407,13,32,0.406,12,16,0.75,13,37,50,24,4,6,9,21,95,1610612742,33,77,0.429,13,34,0.382,20,28,0.714,7,36,43,20,3,3,9,10,99
2022-2023,Regular Season,1610612746,22200735,2023-01-26,240,52,89,0.584,18,38,0.474,16,21,0.762,6,31,37,26,9,9,5,21,138,1610612759,37,82,0.451,8,24,0.333,18,28,0.643,11,31,42,24,2,1,14,18,100
2022-2023,Regular Season,1610612745,22200733,2023-01-26,240,39,76,0.513,5,21,0.238,12,20,0.6,10,36,46,24,5,6,22,20,95,1610612739,40,87,0.46,15,36,0.417,18,22,0.818,11,25,36,29,12,4,10,16,113
2022-2023,Regular Season,1610612766,22200732,2023-01-26,240,39,84,0.464,7,32,0.219,26,31,0.839,6,46,52,24,8,5,16,19,111,1610612741,37,91,0.407,4,25,0.16,18,22,0.818,7,36,43,16,8,2,13,20,96
2022-2023,Regular Season,1610612751,22200731,2023-01-26,240,43,94,0.457,13,38,0.342,23,27,0.852,15,25,40,24,5,6,16,23,122,1610612765,48,95,0.505,11,27,0.407,23,26,0.885,15,33,48,27,12,5,11,22,130
2022-2023,Regular Season,1610612760,22200739,2023-01-27,240,40,76,0.526,10,18,0.556,22,25,0.88,10,36,46,19,5,2,15,17,112,1610612739,39,88,0.443,8,29,0.276,14,18,0.778,11,26,37,27,9,5,10,21,100
2022-2023,Regular Season,1610612754,22200736,2023-01-27,240,49,89,0.551,13,33,0.394,20,28,0.714,5,33,38,22,10,4,13,24,131,1610612749,52,98,0.531,18,43,0.419,19,31,0.613,14,36,50,32,11,3,16,20,141
2022-2023,Regular Season,1610612750,22200737,2023-01-27,240,44,86,0.512,13,35,0.371,10,15,0.667,9,36,45,31,12,6,20,19,111,1610612763,38,93,0.409,8,33,0.242,16,19,0.842,15,32,47,22,14,2,21,12,100
2022-2023,Regular Season,1610612748,22200738,2023-01-27,240,39,85,0.459,10,33,0.303,22,26,0.846,5,32,37,28,9,3,11,19,110,1610612753,33,69,0.478,12,34,0.353,27,32,0.844,2,38,40,21,5,3,20,23,105
2022-2023,Regular Season,1610612744,22200740,2023-01-27,240,50,90,0.556,18,43,0.419,11,15,0.733,5,38,43,40,5,1,14,18,129,1610612761,46,101,0.455,12,33,0.364,13,21,0.619,14,32,46,24,5,4,10,17,117
2022-2023,Regular Season,1610612755,22200741,2023-01-28,240,46,89,0.517,18,35,0.514,16,24,0.667,12,27,39,31,10,2,11,15,126,1610612743,44,81,0.543,14,34,0.412,17,20,0.85,6,30,36,28,6,6,14,14,119
2022-2023,Regular Season,1610612751,22200742,2023-01-28,240,46,87,0.529,22,40,0.55,8,14,0.571,9,26,35,31,5,3,9,17,122,1610612752,45,88,0.511,10,28,0.357,15,19,0.789,14,31,45,19,4,4,11,14,115
2022-2023,Regular Season,1610612753,22200744,2023-01-28,240,41,83,0.494,10,28,0.357,17,24,0.708,6,30,36,29,5,0,13,18,109,1610612741,48,81,0.593,16,35,0.457,16,19,0.842,4,34,38,30,5,6,12,22,128
2022-2023,Regular Season,1610612740,22200747,2023-01-28,240,39,92,0.424,8,29,0.276,17,19,0.895,8,34,42,21,9,8,10,26,103,1610612764,40,88,0.455,11,36,0.306,22,29,0.759,13,40,53,18,5,8,18,17,113
2022-2023,Regular Season,1610612750,22200746,2023-01-28,240,42,80,0.525,17,37,0.459,16,21,0.762,9,35,44,25,5,2,20,26,117,1610612758,37,82,0.451,9,33,0.273,27,36,0.75,10,26,36,23,5,0,9,21,110
2022-2023,Regular Season,1610612759,22200748,2023-01-28,265,48,109,0.44,10,29,0.345,12,17,0.706,17,36,53,32,6,4,13,20,118,1610612756,50,103,0.485,8,24,0.333,20,26,0.769,17,35,52,31,7,6,9,19,128
2022-2023,Regular Season,1610612762,22200750,2023-01-28,240,39,82,0.476,13,36,0.361,17,24,0.708,13,36,49,26,9,6,17,23,108,1610612742,35,80,0.438,18,46,0.391,12,17,0.706,7,24,31,26,7,3,14,18,100
2022-2023,Regular Season,1610612765,22200743,2023-01-28,240,38,83,0.458,14,38,0.368,24,31,0.774,8,27,35,23,10,5,16,25,114,1610612745,44,92,0.478,8,27,0.296,21,27,0.778,16,32,48,20,8,4,17,20,117
2022-2023,Regular Season,1610612738,22200749,2023-01-28,265,39,84,0.464,13,40,0.325,34,39,0.872,7,39,46,18,8,9,12,22,125,1610612747,47,105,0.448,12,42,0.286,15,20,0.75,11,36,47,30,4,0,12,23,121
2022-2023,Regular Season,1610612737,22200745,2023-01-28,240,45,95,0.474,7,27,0.259,16,20,0.8,15,32,47,24,12,2,9,18,113,1610612746,42,80,0.525,19,39,0.487,17,19,0.895,6,31,37,25,5,5,14,15,120
2022-2023,Regular Season,1610612757,22200751,2023-01-28,240,40,76,0.526,7,24,0.292,18,23,0.783,3,24,27,18,3,6,12,16,105,1610612761,48,92,0.522,10,30,0.333,17,18,0.944,15,30,45,24,6,3,8,18,123
2022-2023,Regular Season,1610612763,22200753,2023-01-29,240,43,89,0.483,9,37,0.243,17,22,0.773,15,26,41,29,10,8,9,21,112,1610612754,36,79,0.456,9,32,0.281,19,21,0.905,11,27,38,21,4,6,18,22,100
2022-2023,Regular Season,1610612766,22200752,2023-01-29,240,45,83,0.542,15,40,0.375,17,22,0.773,11,36,47,25,6,3,19,18,122,1610612748,45,93,0.484,10,31,0.323,17,23,0.739,10,26,36,26,11,0,11,17,117
2022-2023,Regular Season,1610612739,22200754,2023-01-29,240,44,78,0.564,20,33,0.606,14,19,0.737,4,31,35,35,9,7,13,23,122,1610612746,37,89,0.416,2,19,0.105,23,27,0.852,15,30,45,17,6,0,15,19,99
2022-2023,Regular Season,1610612749,22200755,2023-01-29,240,53,96,0.552,17,43,0.395,12,20,0.6,12,45,57,27,7,4,12,18,135,1610612740,41,93,0.441,13,34,0.382,15,21,0.714,8,30,38,25,7,3,12,20,110
2022-2023,Regular Season,1610612760,22200759,2023-01-3,240,46,93,0.495,11,24,0.458,17,20,0.85,8,35,43,23,10,4,17,18,120,1610612744,46,90,0.511,20,47,0.426,16,20,0.8,6,38,44,37,9,4,15,18,128
2022-2023,Regular Season,1610612759,22200760,2023-01-3,240,42,97,0.433,7,29,0.241,15,23,0.652,14,29,43,26,6,6,10,20,106,1610612764,48,86,0.558,16,30,0.533,15,17,0.882,5,40,45,32,7,8,14,19,127
2022-2023,Regular Season,1610612750,22200758,2023-01-3,265,43,92,0.467,12,39,0.308,13,25,0.52,8,41,49,26,7,3,18,16,111,1610612758,47,99,0.475,9,30,0.3,15,22,0.682,10,40,50,20,15,3,12,21,118
2022-2023,Regular Season,1610612755,22200756,2023-01-3,240,40,85,0.471,11,30,0.367,18,23,0.783,8,37,45,28,8,3,19,25,109,1610612753,42,99,0.424,11,29,0.379,24,30,0.8,15,35,50,23,11,6,10,16,119
2022-2023,Regular Season,1610612742,22200761,2023-01-3,240,39,79,0.494,10,34,0.294,23,33,0.697,9,31,40,17,6,1,11,18,111,1610612765,36,79,0.456,14,39,0.359,19,27,0.704,9,31,40,18,9,6,14,31,105
2022-2023,Regular Season,1610612756,22200762,2023-01-3,240,43,87,0.494,11,28,0.393,17,21,0.81,13,29,42,28,10,4,12,16,114,1610612761,40,89,0.449,9,33,0.273,17,19,0.895,16,28,44,19,9,4,14,19,106
2022-2023,Regular Season,1610612757,22200763,2023-01-3,240,43,79,0.544,19,40,0.475,24,27,0.889,3,29,32,24,2,7,8,21,129,1610612737,44,94,0.468,13,30,0.433,24,30,0.8,17,28,45,26,5,0,7,21,125
2022-2023,Regular Season,1610612751,22200757,2023-01-3,240,45,95,0.474,16,41,0.39,15,19,0.789,12,38,50,24,8,9,11,25,121,1610612747,35,89,0.393,11,29,0.379,23,37,0.622,16,37,53,24,1,3,14,16,104
2022-2023,Regular Season,1610612739,22200764,2023-01-31,240,40,83,0.482,11,40,0.275,6,12,0.5,5,34,39,32,9,6,13,20,97,1610612748,34,78,0.436,14,31,0.452,18,25,0.72,9,36,45,21,7,3,15,17,100
2022-2023,Regular Season,1610612752,22200765,2023-01-31,265,44,98,0.449,7,34,0.206,28,32,0.875,13,32,45,27,6,3,9,24,123,1610612747,48,93,0.516,11,33,0.333,22,31,0.71,11,33,44,29,6,1,14,23,129
2022-2023,Regular Season,1610612749,22200767,2023-01-31,240,43,105,0.41,15,44,0.341,23,27,0.852,16,50,66,18,7,8,12,21,124,1610612766,42,111,0.378,11,39,0.282,20,26,0.769,18,44,62,27,6,6,11,24,115
2022-2023,Regular Season,1610612741,22200766,2023-01-31,240,38,77,0.494,12,24,0.5,15,21,0.714,6,45,51,26,6,6,20,19,103,1610612746,37,93,0.398,12,44,0.273,22,26,0.846,11,33,44,24,15,6,8,16,108
2022-2023,Regular Season,1610612743,22200768,2023-01-31,240,43,87,0.494,16,36,0.444,20,24,0.833,10,34,44,33,7,3,18,21,122,1610612740,42,85,0.494,8,27,0.296,21,25,0.84,8,28,36,28,13,2,15,24,113
2022-2023,Regular Season,1610612750,22200774,2023-02-01,265,46,106,0.434,14,50,0.28,13,24,0.542,10,43,53,26,5,7,11,23,119,1610612744,38,91,0.418,11,35,0.314,27,34,0.794,9,49,58,21,7,4,17,24,114
2022-2023,Regular Season,1610612759,22200775,2023-02-01,240,48,88,0.545,8,24,0.333,5,7,0.714,8,32,40,30,5,1,18,17,109,1610612758,48,90,0.533,8,27,0.296,15,19,0.789,6,28,34,25,10,3,10,13,119
2022-2023,Regular Season,1610612755,22200770,2023-02-01,240,34,78,0.436,14,35,0.4,23,26,0.885,7,36,43,27,7,4,19,24,105,1610612753,33,87,0.379,6,38,0.158,22,29,0.759,12,34,46,12,10,4,15,21,94
2022-2023,Regular Season,1610612763,22200771,2023-02-01,240,41,87,0.471,9,37,0.243,21,28,0.75,12,32,44,28,8,7,13,22,112,1610612757,41,87,0.471,14,36,0.389,26,27,0.963,9,32,41,24,3,5,13,22,122
2022-2023,Regular Season,1610612738,22200772,2023-02-01,240,53,92,0.576,26,54,0.481,7,10,0.7,11,46,57,28,4,4,12,13,139,1610612751,36,88,0.409,9,39,0.231,15,18,0.833,5,27,32,19,8,1,7,12,96
2022-2023,Regular Season,1610612745,22200773,2023-02-01,240,41,94,0.436,7,23,0.304,23,31,0.742,24,41,65,20,6,12,18,20,112,1610612760,38,103,0.369,12,43,0.279,18,22,0.818,24,28,52,22,11,6,10,23,106
2022-2023,Regular Season,1610612762,22200776,2023-02-01,240,44,83,0.53,17,47,0.362,26,30,0.867,13,36,49,29,3,11,16,17,131,1610612761,50,110,0.455,10,23,0.435,18,26,0.692,25,27,52,27,11,2,8,22,128
2022-2023,Regular Season,1610612756,22200777,2023-02-01,240,35,86,0.407,4,28,0.143,26,31,0.839,12,32,44,22,8,4,16,13,100,1610612737,52,91,0.571,19,33,0.576,9,11,0.818,6,39,45,32,6,5,12,24,132
2022-2023,Regular Season,1610612739,22200779,2023-02-02,240,49,91,0.538,14,29,0.483,16,22,0.727,9,32,41,33,12,7,16,17,128,1610612763,41,87,0.471,10,23,0.435,21,22,0.955,11,33,44,22,8,5,18,23,113
2022-2023,Regular Season,1610612742,22200782,2023-02-02,240,37,85,0.435,14,41,0.341,23,29,0.793,6,30,36,16,10,3,8,24,111,1610612740,42,84,0.5,5,20,0.25,17,21,0.81,12,38,50,27,6,5,17,26,106
2022-2023,Regular Season,1610612743,22200783,2023-02-02,240,51,90,0.567,16,35,0.457,16,21,0.762,7,31,38,35,10,2,13,19,134,1610612744,43,85,0.506,19,38,0.5,12,19,0.632,10,32,42,25,4,4,17,23,117
